id,name,type,latitude,longitude,date,hour,timestamp,temperature,salinity,ph,dis_oxy,enterococcus,status
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,16/07/15,9:57:00,16/07/15 9:57,29.6,31.5,7.95,6.33,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,16/07/15,10:08:00,16/07/15 10:08,29.6,31.5,7.95,6.33,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,16/07/15,10:18:00,16/07/15 10:18,29.6,31.5,7.95,6.33,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,16/07/15,8:04:00,16/07/15 8:04,29.6,31.5,7.95,6.33,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,16/07/15,8:39:00,16/07/15 8:39,29.6,31.5,7.95,6.33,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,16/07/15,8:57:00,16/07/15 8:57,29.6,31.5,7.95,6.33,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,16/07/15,9:25:00,16/07/15 9:25,29.6,31.5,7.95,6.33,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,23/07/15,9:47:00,23/07/15 9:47,31.6,31.5,7.95,6.33,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,23/07/15,7:45:00,23/07/15 7:45,31.6,31.5,7.95,6.33,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,23/07/15,10:48:00,23/07/15 10:48,31.6,31.5,7.95,6.33,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,23/07/15,8:20:00,23/07/15 8:20,31.6,31.5,7.95,6.33,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,23/07/15,9:36:00,23/07/15 9:36,31.6,31.5,7.95,6.33,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,23/07/15,10:20:00,23/07/15 10:20,31.6,31.5,7.95,6.33,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,23/07/15,10:28:00,23/07/15 10:28,31.6,31.5,7.95,6.33,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,23/07/15,11:00:00,23/07/15 11:00,31.6,31.5,7.95,6.33,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,23/07/15,11:26:00,23/07/15 11:26,31.6,31.5,7.95,6.33,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,23/07/15,7:30:00,23/07/15 7:30,31.6,31.5,7.95,6.33,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,23/07/15,8:10:00,23/07/15 8:10,31.6,31.5,7.95,6.33,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,23/07/15,8:32:00,23/07/15 8:32,31.6,31.5,7.95,6.33,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,23/07/15,9:13:00,23/07/15 9:13,31.6,31.5,7.95,6.33,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,13/08/15,10:07:00,13/08/15 10:07,31.1,31.2,7.99,6.09,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,13/08/15,7:53:00,13/08/15 7:53,31.1,31.2,7.99,6.09,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,13/08/15,10:20:00,13/08/15 10:20,31.1,31.2,7.99,6.09,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,13/08/15,9:00:00,13/08/15 9:00,31.1,31.2,7.99,6.09,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,13/08/15,10:01:00,13/08/15 10:01,31.1,31.2,7.99,6.09,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,13/08/15,10:12:00,13/08/15 10:12,31.1,31.2,7.99,6.09,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,13/08/15,10:16:00,13/08/15 10:16,31.1,31.2,7.99,6.09,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,13/08/15,10:25:00,13/08/15 10:25,31.1,31.2,7.99,6.09,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,13/08/15,10:35:00,13/08/15 10:35,31.1,31.2,7.99,6.09,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,13/08/15,8:23:00,13/08/15 8:23,31.1,31.2,7.99,6.09,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,13/08/15,8:50:00,13/08/15 8:50,31.1,31.2,7.99,6.09,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,13/08/15,9:09:00,13/08/15 9:09,31.1,31.2,7.99,6.09,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,13/08/15,9:52:00,13/08/15 9:52,31.1,31.2,7.99,6.09,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,20/08/15,9:01:00,20/08/15 9:01,28.8,31.2,7.99,6.09,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,20/08/15,7:30:00,20/08/15 7:30,28.8,31.2,7.99,6.09,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,20/08/15,9:45:00,20/08/15 9:45,28.8,31.2,7.99,6.09,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,20/08/15,8:04:00,20/08/15 8:04,28.8,31.2,7.99,6.09,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,20/08/15,8:45:00,20/08/15 8:45,28.8,31.2,7.99,6.09,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,20/08/15,9:10:00,20/08/15 9:10,28.8,31.2,7.99,6.09,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,20/08/15,9:33:00,20/08/15 9:33,28.8,31.2,7.99,6.09,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,20/08/15,10:00:00,20/08/15 10:00,28.8,31.2,7.99,6.09,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,20/08/15,10:29:00,20/08/15 10:29,28.8,31.2,7.99,6.09,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,20/08/15,9:35:00,20/08/15 9:35,28.8,31.2,7.99,6.09,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,20/08/15,7:48:00,20/08/15 7:48,28.8,31.2,7.99,6.09,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,20/08/15,8:14:00,20/08/15 8:14,28.8,31.2,7.99,6.09,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,20/08/15,8:29:00,20/08/15 8:29,28.8,31.2,7.99,6.09,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,27/08/15,8:48:00,27/08/15 8:48,28.8,31.2,7.99,6.09,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,27/08/15,7:20:00,27/08/15 7:20,28.8,31.2,7.99,6.09,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,27/08/15,9:20:00,27/08/15 9:20,28.8,31.2,7.99,6.09,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,27/08/15,7:52:00,27/08/15 7:52,28.8,31.2,7.99,6.09,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,27/08/15,8:32:00,27/08/15 8:32,28.8,31.2,7.99,6.09,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,27/08/15,9:00:00,27/08/15 9:00,28.8,31.2,7.99,6.09,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,27/08/15,9:10:00,27/08/15 9:10,28.8,31.2,7.99,6.09,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,27/08/15,9:28:00,27/08/15 9:28,28.8,31.2,7.99,6.09,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,27/08/15,9:55:00,27/08/15 9:55,28.8,31.2,7.99,6.09,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,27/08/15,6:55:00,27/08/15 6:55,28.8,31.2,7.99,6.09,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,27/08/15,7:42:00,27/08/15 7:42,28.8,31.2,7.99,6.09,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,27/08/15,8:01:00,27/08/15 8:01,28.8,31.2,7.99,6.09,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,27/08/15,8:18:00,27/08/15 8:18,28.8,31.2,7.99,6.09,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,04/09/15,9:10:00,04/09/15 9:10,30.5,32.4,8.13,5.94,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,04/09/15,7:35:00,04/09/15 7:35,30.5,32.4,8.13,5.94,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,04/09/15,9:20:00,04/09/15 9:20,30.5,32.4,8.13,5.94,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,04/09/15,8:02:00,04/09/15 8:02,30.5,32.4,8.13,5.94,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,04/09/15,8:59:00,04/09/15 8:59,30.5,32.4,8.13,5.94,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,04/09/15,9:19:00,04/09/15 9:19,30.5,32.4,8.13,5.94,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,04/09/15,9:10:00,04/09/15 9:10,30.5,32.4,8.13,5.94,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,04/09/15,9:28:00,04/09/15 9:28,30.5,32.4,8.13,5.94,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,04/09/15,9:55:00,04/09/15 9:55,30.5,32.4,8.13,5.94,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,04/09/15,7:13:00,04/09/15 7:13,30.5,32.4,8.13,5.94,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,04/09/15,7:55:00,04/09/15 7:55,30.5,32.4,8.13,5.94,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,04/09/15,8:22:00,04/09/15 8:22,30.5,32.4,8.13,5.94,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,04/09/15,8:35:00,04/09/15 8:35,30.5,32.4,8.13,5.94,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,11/09/15,9:01:00,11/09/15 9:01,27.5,32.4,8.13,5.94,240,0
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,11/09/15,7:14:00,11/09/15 7:14,27.5,32.4,8.13,5.94,115,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,11/09/15,9:45:00,11/09/15 9:45,27.5,32.4,8.13,5.94,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,11/09/15,8:00:00,11/09/15 8:00,27.5,32.4,8.13,5.94,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,11/09/15,8:55:00,11/09/15 8:55,27.5,32.4,8.13,5.94,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,11/09/15,9:18:00,11/09/15 9:18,27.5,32.4,8.13,5.94,230,0
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,11/09/15,9:25:00,11/09/15 9:25,27.5,32.4,8.13,5.94,201,0
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,11/09/15,9:55:00,11/09/15 9:55,27.5,32.4,8.13,5.94,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,11/09/15,10:25:00,11/09/15 10:25,27.5,32.4,8.13,5.94,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,11/09/15,6:55:00,11/09/15 6:55,27.5,32.4,8.13,5.94,83,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,11/09/15,7:33:00,11/09/15 7:33,27.5,32.4,8.13,5.94,14,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,11/09/15,8:22:00,11/09/15 8:22,27.5,32.4,8.13,5.94,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,11/09/15,8:44:00,11/09/15 8:44,27.5,32.4,8.13,5.94,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,17/09/15,8:49:00,17/09/15 8:49,28.5,33,8.13,5.94,41,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,17/09/15,7:20:00,17/09/15 7:20,28.5,33,8.13,5.94,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,17/09/15,9:20:00,17/09/15 9:20,28.5,32,8.13,5.94,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,17/09/15,7:51:00,17/09/15 7:51,28.5,33,8.13,5.94,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,17/09/15,8:38:00,17/09/15 8:38,28.5,32,8.13,5.94,10,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,17/09/15,8:54:00,17/09/15 8:54,28.5,33,8.13,5.94,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,17/09/15,9:00:00,17/09/15 9:00,28.5,32,8.13,5.94,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,17/09/15,9:45:00,17/09/15 9:45,28.5,32,8.13,5.94,93,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,17/09/15,10:15:00,17/09/15 10:15,28.5,33,8.13,5.94,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,17/09/15,7:04:00,17/09/15 7:04,28.5,33,8.13,5.94,62,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,17/09/15,7:41:00,17/09/15 7:41,28.5,33,8.13,5.94,41,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,17/09/15,8:05:00,17/09/15 8:05,28.5,32,8.13,5.94,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,17/09/15,8:33:00,17/09/15 8:33,28.5,32,8.13,5.94,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,24/09/15,9:57:00,24/09/15 9:57,28.5,32,8.13,5.94,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,24/09/15,8:12:00,24/09/15 8:12,28.5,33,8.13,5.94,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,24/09/15,10:32:00,24/09/15 10:32,28.5,32,8.13,5.94,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,24/09/15,8:40:00,24/09/15 8:40,28.5,32,8.13,5.94,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,24/09/15,9:40:00,24/09/15 9:40,28.5,33,8.13,5.94,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,24/09/15,10:09:00,24/09/15 10:09,28.5,32,8.13,5.94,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,24/09/15,10:22:00,24/09/15 10:22,28.5,32,8.13,5.94,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,24/09/15,10:58:00,24/09/15 10:58,28.5,33,8.13,5.94,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,24/09/15,11:26:00,24/09/15 11:26,28.5,33,8.13,5.94,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,24/09/15,7:55:00,24/09/15 7:55,28.5,32,8.13,5.94,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,24/09/15,8:27:00,24/09/15 8:27,28.5,32,8.13,5.94,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,24/09/15,8:55:00,24/09/15 8:55,28.5,33,8.13,5.94,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,24/09/15,9:24:00,24/09/15 9:24,28.5,32,8.13,5.94,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,01/10/15,8:12:00,01/10/15 8:12,27.5,32,7.3,6.01,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,01/10/15,6:28:00,01/10/15 6:28,27.5,33,7.3,6.01,537,0
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,01/10/15,8:59:00,01/10/15 8:59,27.5,32,7.3,6.01,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,01/10/15,7:08:00,01/10/15 7:08,27.5,32,7.3,6.01,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,01/10/15,7:51:00,01/10/15 7:51,27.5,33,7.3,6.01,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,01/10/15,8:23:00,01/10/15 8:23,27.5,33,7.3,6.01,148,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,01/10/15,8:43:00,01/10/15 8:43,27.5,32,7.3,6.01,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,01/10/15,9:35:00,01/10/15 9:35,27.5,33,7.3,6.01,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,01/10/15,10:13:00,01/10/15 10:13,27.5,32,7.3,6.01,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,01/10/15,6:14:00,01/10/15 6:14,27.5,32,7.3,6.01,318,0
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,01/10/15,6:48:00,01/10/15 6:48,27.5,32,7.3,6.01,437,0
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,01/10/15,7:22:00,01/10/15 7:22,27.5,32,7.3,6.01,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,01/10/15,7:40:00,01/10/15 7:40,27.5,33,7.3,6.01,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,09/10/15,9:44:00,09/10/15 9:44,27.5,33,7.3,6.01,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,09/10/15,8:30:00,09/10/15 8:30,27.5,33,7.3,6.01,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,09/10/15,10:22:00,09/10/15 10:22,27.5,33,7.3,6.01,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,09/10/15,8:48:00,09/10/15 8:48,27.5,32,7.3,6.01,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,09/10/15,9:35:00,09/10/15 9:35,27.5,32,7.3,6.01,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,09/10/15,9:55:00,09/10/15 9:55,27.5,32,7.3,6.01,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,09/10/15,10:12:00,09/10/15 10:12,27.5,33,7.3,6.01,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,09/10/15,10:42:00,09/10/15 10:42,27.5,32,7.3,6.01,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,09/10/15,11:10:00,09/10/15 11:10,27.5,32,7.3,6.01,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,09/10/15,8:10:00,09/10/15 8:10,27.5,32,7.3,6.01,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,09/10/15,8:44:00,09/10/15 8:44,27.5,32,7.3,6.01,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,09/10/15,8:55:00,09/10/15 8:55,27.5,32,7.3,6.01,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,09/10/15,9:10:00,09/10/15 9:10,27.5,32,7.3,6.01,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,15/10/15,9:44:00,15/10/15 9:44,27.5,32,7.3,6.01,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,15/10/15,8:30:00,15/10/15 8:30,27.5,32,7.3,6.01,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,15/10/15,10:22:00,15/10/15 10:22,27.5,32,7.3,6.01,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,15/10/15,8:48:00,15/10/15 8:48,27.5,32,7.3,6.01,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,15/10/15,9:35:00,15/10/15 9:35,27.5,32,7.3,6.01,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,15/10/15,9:55:00,15/10/15 9:55,27.5,32,7.3,6.01,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,15/10/15,10:12:00,15/10/15 10:12,27.5,32,7.3,6.01,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,15/10/15,10:42:00,15/10/15 10:42,27.5,32,7.3,6.01,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,15/10/15,11:10:00,15/10/15 11:10,27.5,32,7.3,6.01,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,15/10/15,8:10:00,15/10/15 8:10,27.5,32,7.3,6.01,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,15/10/15,8:44:00,15/10/15 8:44,27.5,32,7.3,6.01,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,15/10/15,8:55:00,15/10/15 8:55,27.5,32,7.3,6.01,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,15/10/15,9:10:00,15/10/15 9:10,27.5,32,7.3,6.01,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,24/10/15,9:25:00,24/10/15 9:25,26.9,32,7.3,6.01,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,24/10/15,7:45:00,24/10/15 7:45,26.9,33,7.3,6.01,550,0
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,24/10/15,9:59:00,24/10/15 9:59,26.9,33,7.3,6.01,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,24/10/15,8:15:00,24/10/15 8:15,26.9,32,7.3,6.01,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,24/10/15,9:00:00,24/10/15 9:00,26.9,33,7.3,6.01,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,24/10/15,9:35:00,24/10/15 9:35,26.9,32,7.3,6.01,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,24/10/15,9:45:00,24/10/15 9:45,26.9,33,7.3,6.01,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,24/10/15,10:25:00,24/10/15 10:25,26.9,33,7.3,6.01,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,24/10/15,11:12:00,24/10/15 11:12,26.9,33,7.3,6.01,10112,0
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,24/10/15,8:45:00,24/10/15 8:45,26.9,33,7.3,6.01,11070,0
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,24/10/15,7:23:00,24/10/15 7:23,26.9,33,7.3,6.01,1392,0
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,24/10/15,8:10:00,24/10/15 8:10,26.9,32,7.3,6.01,300,0
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,24/10/15,8:32:00,24/10/15 8:32,26.9,32,7.3,6.01,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,29/10/15,9:28:00,29/10/15 9:28,26.9,32,7.3,6.01,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,29/10/15,7:55:00,29/10/15 7:55,26.9,33,7.3,6.01,0.99,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,29/10/15,10:55:00,29/10/15 10:55,26.9,32,7.3,6.01,0.99,1
SES1,ESTERO NOPOLO,RECREATIVO,25.930998,-111.356266,29/10/15,8:20:00,29/10/15 8:20,26.9,32,7.3,6.01,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,29/10/15,9:15:00,29/10/15 9:15,26.9,32,7.3,6.01,0.99,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,29/10/15,9:28:00,29/10/15 9:28,26.9,32,7.3,6.01,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,29/10/15,9:55:00,29/10/15 9:55,26.9,32,7.3,6.01,0.99,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,29/10/15,10:28:00,29/10/15 10:28,26.9,32,7.3,6.01,0.99,1
SRN6,LA PICAZON,RECREATIVO,26.082873,-111.323868,29/10/15,11:13:00,29/10/15 11:13,26.9,33,7.3,6.01,0.99,1
SRS1,ENSENADA BLANCA,RECREATIVO,25.721483,-111.234901,29/10/15,7:30:00,29/10/15 7:30,26.9,32,7.3,6.01,0.99,1
SRS4,JUNCALITO ,RECREATIVO,25.832737,-111.329703,29/10/15,8:20:00,29/10/15 8:20,26.9,32,7.3,6.01,0.99,1
SRS5,NOPOLO ,RECREATIVO,25.922304,-111.347746,29/10/15,8:40:00,29/10/15 8:40,26.9,32,7.3,6.01,0.99,1
SRS6,LA SALINITA,RECREATIVO,25.972378,-111.352629,29/10/15,8:55:00,29/10/15 8:55,26.9,32,7.3,6.01,0.99,1
SC-N1,CARCAMO MALECON,CONTROL,26.013386,-111.339279,12/11/15,9:50:00,12/11/15 9:50,26.2,36,7.26,6.12,0.99,1
SCS1,PUERTO ESCONDIDO,CONTROL,25.814849,-111.31232,12/11/15,8:08:00,12/11/15 8:08,26.2,32,7.26,6.12,10,1
SEN1,LA CANDELARIA,ESTERO,26.025014,-111.344708,12/11/15,10:05:00,12/11/15 10:05,26.2,32,7.26,6.12,0.99,1
SRN1,LOS PANGONES,RECREATIVO,26.001124,-111.337404,12/11/15,9:40:00,12/11/15 9:40,26.2,34,7.26,6.12,31,1
SRN2,LA DARSENA,RECREATIVO,26.0165,-111.340808,12/11/15,9:58:00,12/11/15 9:58,26.2,34,7.26,6.12,0.99,1
SRN4,LA NEGRITA,RECREATIVO,26.022352,-111.344335,12/11/15,10:05:00,12/11/15 10:05,26.2,32,7.26,6.12,10,1
SRN5,MIL PALMAS,RECREATIVO,26.058156,-111.3283,12/11/15,10:17:00,12/11/15 10:17,26.2,30,7.26,6.12,0.99,1
